任务ID,来源,任务类型,任务域,子类,任务名称,任务层级,主验证层,T映射,PA映射,G映射,优先级,任务性质,推荐场景/触发,核心证据,通过判据,典型失败信号,失败优先追因,关联旧场景/备注
LEGACY-E140,继承-320场景,SYS,义务与死锁,义务与死锁,proposed/accepted/blocked 三态的 UI/LLM 解释不一致,场景级,G,T3/T4,PA4/PA6/PA8,G3/G4/G6,P0,极端,proposed/accepted/blocked 三态的 UI/LLM 解释不一致,E_INDEX + E_OBL,沿既定规则闭环；无新增未解释断点；与原文证据一致。,I04,7 态引入后还需统一状态语义字典。,E140
LEGACY-E141,继承-320场景,SYS,并发与权限,并发与权限,两名 host 同时存在,场景级,G,T2/T3,PA5/PA6,G1/G6/G7,P0,极端,两名 host 同时存在,E_FIELD + E_INDEX,沿既定规则闭环；无新增未解释断点；与原文证据一致。,"I05,I17",ResourceLease 未真正运行化。,E141
LEGACY-E142,继承-320场景,SYS,并发与权限,并发与权限,speaker token 过期后未释放,场景级,G,T2/T3,PA5/PA6,G1/G6/G7,P0,极端,speaker token 过期后未释放,E_INDEX,沿既定规则闭环；无新增未解释断点；与原文证据一致。,I05,ResourceLease 只有元定义，缺运算闭环。,E142
LEGACY-E143,继承-320场景,SYS,并发与权限,并发与权限,participants 同时 add/remove 同一人,场景级,G,T2/T3,PA5/PA6,G1/G6/G7,P0,极端,participants 同时 add/remove 同一人,E_CONCUR + E_INDEX,沿既定规则闭环；无新增未解释断点；与原文证据一致。,I09,participants 没有冲突解决策略。,E143
LEGACY-E144,继承-320场景,SYS,并发与权限,并发与权限,roles 更新与 allowedActions 读取竞态,场景级,G,T2/T3,PA5/PA6,G1/G6/G7,P0,极端,roles 更新与 allowedActions 读取竞态,E_FIELD + E_OPS,沿既定规则闭环；无新增未解释断点；与原文证据一致。,"I09,I17",缺版本化 roles 读取。,E144
LEGACY-E145,继承-320场景,SYS,并发与权限,并发与权限,RelationInfo 中 actor_is_superior 长期过时,场景级,G,T2/T3,PA5/PA6,G1/G6/G7,P0,极端,RelationInfo 中 actor_is_superior 长期过时,E_OPS + E_INDEX,沿既定规则闭环；无新增未解释断点；与原文证据一致。,I08,RelationInfo 真源与更新策略仍开放。,E145
LEGACY-E146,继承-320场景,SYS,并发与权限,并发与权限,同一 agent 在不同场里角色冲突,场景级,G,T2/T3,PA5/PA6,G1/G6/G7,P0,极端,同一 agent 在不同场里角色冲突,E_FIELD + E_OPS,沿既定规则闭环；无新增未解释断点；与原文证据一致。,I17,需要严格 context-scoped role。,E146
LEGACY-E147,继承-320场景,SYS,并发与权限,并发与权限,加入 members_only 场与读取 public 摘要并发,场景级,G,T2/T3,PA5/PA6,G1/G6/G7,P0,极端,加入 members_only 场与读取 public 摘要并发,E_FIELD + E_OPS,沿既定规则闭环；无新增未解释断点；与原文证据一致。,I17,join 状态机未完全成文。,E147
LEGACY-E148,继承-320场景,SYS,并发与权限,并发与权限,moderator 删除消息与作者编辑消息同时发生,场景级,G,T2/T3,PA5/PA6,G1/G6/G7,P0,极端,moderator 删除消息与作者编辑消息同时发生,E_CONCUR + E_OPS,沿既定规则闭环；无新增未解释断点；与原文证据一致。,I09,messages 只定义 append，不含 edit/delete 冲突规则。,E148
LEGACY-E149,继承-320场景,SYS,并发与权限,并发与权限,同一 file/doc 被两个 context object_ref 同时引用,场景级,G,T2/T3,PA5/PA6,G1/G6/G7,P0,极端,同一 file/doc 被两个 context object_ref 同时引用,E_ACTIVITY + E_CONCUR,沿既定规则闭环；无新增未解释断点；与原文证据一致。,I09,对象级锁/版本未定义。,E149
LEGACY-E150,继承-320场景,SYS,并发与权限,并发与权限,host 把自己踢出 participants,场景级,G,T2/T3,PA5/PA6,G1/G6/G7,P0,极端,host 把自己踢出 participants,E_FIELD + E_OBL,沿既定规则闭环；无新增未解释断点；与原文证据一致。,I17,缺角色不变量检查。,E150
LEGACY-E151,继承-320场景,SYS,并发与权限,并发与权限,outsider 收到 source_field_id 为 members_only 的旧通知,场景级,G,T2/T3,PA5/PA6,G1/G6/G7,P0,极端,outsider 收到 source_field_id 为 members_only 的旧通知,E_FIELD + E_OPS,沿既定规则闭环；无新增未解释断点；与原文证据一致。,"I17,I15",成员资格变更后的晚到消息策略未写细。,E151
LEGACY-E152,继承-320场景,SYS,并发与权限,并发与权限,priorityOf 因 superior 关系把 casual 场消息上调过高,场景级,G,T2/T3,PA5/PA6,G1/G6/G7,P0,极端,priorityOf 因 superior 关系把 casual 场消息上调过高,E_OPS + E_FIELD,沿既定规则闭环；无新增未解释断点；与原文证据一致。,I08,需要更严格的 field×relation 限幅。,E152
LEGACY-E153,继承-320场景,SYS,并发与权限,并发与权限,permission denied 后是否写入失败记忆,场景级,G,T2/T3,PA5/PA6,G1/G6/G7,P0,极端,permission denied 后是否写入失败记忆,E_OPS + E_WRITE,沿既定规则闭环；无新增未解释断点；与原文证据一致。,"I04,I17",失败动作的写回层级未完全定义。,E153
LEGACY-E154,继承-320场景,SYS,并发与权限,并发与权限,同一 context roles 表损坏为循环引用结构,场景级,G,T2/T3,PA5/PA6,G1/G6/G7,P0,极端,同一 context roles 表损坏为循环引用结构,E_FIELD + E_OPS,沿既定规则闭环；无新增未解释断点；与原文证据一致。,I09,缺 state validator。,E154
LEGACY-E155,继承-320场景,SYS,并发与权限,并发与权限,obligation owner 不在 roles 表中,场景级,G,T2/T3,PA5/PA6,G1/G6/G7,P0,极端,obligation owner 不在 roles 表中,E_OBL + E_FIELD,沿既定规则闭环；无新增未解释断点；与原文证据一致。,"I09,I17",需要 consistency sweeper。,E155
LEGACY-E156,继承-320场景,SYS,并发与权限,并发与权限,多人同时修改 conclusion 文本,场景级,G,T2/T3,PA5/PA6,G1/G6/G7,P0,极端,多人同时修改 conclusion 文本,E_CLOSE + E_CONCUR,沿既定规则闭环；无新增未解释断点；与原文证据一致。,"I09,I17",close/conclusion 缺单主写者。,E156
LEGACY-E157,继承-320场景,SYS,并发与权限,并发与权限,ResourceLease 被遗忘实现但文档已依赖它,场景级,G,T2/T3,PA5/PA6,G1/G6/G7,P0,极端,ResourceLease 被遗忘实现但文档已依赖它,E_INDEX,沿既定规则闭环；无新增未解释断点；与原文证据一致。,I05,这是结构性空洞。,E157
LEGACY-E158,继承-320场景,SYS,并发与权限,并发与权限,mood 更新函数缺失导致 affect-based policy 失效,场景级,G,T2/T3,PA5/PA6,G1/G6/G7,P0,极端,mood 更新函数缺失导致 affect-based policy 失效,E_ACTIVITY + E_INDEX,沿既定规则闭环；无新增未解释断点；与原文证据一致。,I10,总索引已明确为开放问题。,E158
LEGACY-E159,继承-320场景,SYS,并发与权限,并发与权限,agent/control 与 world 真源记忆冲突,场景级,G,T2/T3,PA5/PA6,G1/G6/G7,P0,极端,agent/control 与 world 真源记忆冲突,E_INDEX + E_WRITE,沿既定规则闭环；无新增未解释断点；与原文证据一致。,"I04,I15",总索引已把 memory reconciliation 列为开放问题。,E159
LEGACY-E160,继承-320场景,SYS,并发与权限,并发与权限,同一 agent 在多个浏览器标签页各自维护 pendingNotifications,场景级,G,T2/T3,PA5/PA6,G1/G6/G7,P0,极端,同一 agent 在多个浏览器标签页各自维护 pendingNotifications,E_CONCUR + E_INDEX,沿既定规则闭环；无新增未解释断点；与原文证据一致。,"I09,I15",通知消费端的一致性未定义。,E160
LEGACY-E161,继承-320场景,SYS,物理场与本地冲突,本地物理冲突,人在会议室但前景在手机群聊，被主持人点名,场景级,G,T2/T5,PA1/PA7/PA9,G2/G5,P1,极端,人在会议室但前景在手机群聊，被主持人点名,E_LOCAL + E_COMBO,沿既定规则闭环；无新增未解释断点；与原文证据一致。,I16,比旧版强很多，但“必须立即回应”的实体约束层仍不足。,E161
LEGACY-E162,继承-320场景,SYS,物理场与本地冲突,本地物理冲突,被同伴拍肩但没有任何数字 context,场景级,G,T2/T5,PA1/PA7/PA9,G2/G5,P1,极端,被同伴拍肩但没有任何数字 context,E_LOCAL + E_FIELD,沿既定规则闭环；无新增未解释断点；与原文证据一致。,I16,place_id 足以表达同场，但拍肩/拉拽等更细 body event 未建模。,E162
LEGACY-E163,继承-320场景,SYS,物理场与本地冲突,本地物理冲突,被安保强制疏散，当前正在 locked session,场景级,G,T2/T5,PA1/PA7/PA9,G2/G5,P1,极端,被安保强制疏散，当前正在 locked session,E_LOCAL + E_COMBO,沿既定规则闭环；无新增未解释断点；与原文证据一致。,"I07,I16",缺身体级强制动作与灾害本体。,E163
LEGACY-E164,继承-320场景,SYS,物理场与本地冲突,本地物理冲突,开车时手机 direct chat 到达,场景级,G,T2/T5,PA1/PA7/PA9,G2/G5,P1,极端,开车时手机 direct chat 到达,E_ACTIVITY,沿既定规则闭环；无新增未解释断点；与原文证据一致。,"I11,I16",缺更细身体/环境约束模型。,E164
LEGACY-E165,继承-320场景,SYS,物理场与本地冲突,本地物理冲突,在嘈杂场景听不到点名,场景级,G,T2/T5,PA1/PA7/PA9,G2/G5,P1,极端,在嘈杂场景听不到点名,E_FIELD + E_LOCAL,沿既定规则闭环；无新增未解释断点；与原文证据一致。,I16,共处不等于可感知，缺感知质量模型。,E165
LEGACY-E166,继承-320场景,SYS,物理场与本地冲突,本地物理冲突,视频会议算 remote 但具有类 co_located 高压互动,场景级,G,T2/T5,PA1/PA7/PA9,G2/G5,P1,极端,视频会议算 remote 但具有类 co_located 高压互动,E_FIELD + E_OPS + E_COMBO,沿既定规则闭环；无新增未解释断点；与原文证据一致。,,v1.1 已明确视频会议仍归 remote，但可凭其他维度实现高压感。,E166
LEGACY-E167,继承-320场景,SYS,物理场与本地冲突,本地物理冲突,实体会议中断电，数字设备全部失效,场景级,G,T2/T5,PA1/PA7/PA9,G2/G5,P1,极端,实体会议中断电，数字设备全部失效,E_LOCAL + E_ACTIVITY,沿既定规则闭环；无新增未解释断点；与原文证据一致。,I07,缺离线物理世界连续演化层。,E167
LEGACY-E168,继承-320场景,SYS,物理场与本地冲突,本地物理冲突,多人同时说话，speaker 排他权缺失,场景级,G,T2/T5,PA1/PA7/PA9,G2/G5,P1,极端,多人同时说话，speaker 排他权缺失,E_INDEX,沿既定规则闭环；无新增未解释断点；与原文证据一致。,I05,这是 ResourceLease 缺位的直接体现。,E168
LEGACY-E169,继承-320场景,SYS,物理场与本地冲突,本地物理冲突,老师/上级面对面质询，remote 群消息同时刷屏,场景级,G,T2/T5,PA1/PA7/PA9,G2/G5,P1,极端,老师/上级面对面质询，remote 群消息同时刷屏,E_LOCAL + E_OPS,沿既定规则闭环；无新增未解释断点；与原文证据一致。,"I08,I16",优先级方向对，但 superior relation 的维护与实体强制层都不完备。,E169
LEGACY-E170,继承-320场景,SYS,物理场与本地冲突,本地物理冲突,身体受伤后 recovering，但仍在 crowded room,场景级,G,T2/T5,PA1/PA7/PA9,G2/G5,P1,极端,身体受伤后 recovering，但仍在 crowded room,E_ENERGY + E_LOCAL,沿既定规则闭环；无新增未解释断点；与原文证据一致。,I16,只能用 priority 粗近似。,E170
LEGACY-E171,继承-320场景,SYS,物理场与本地冲突,本地物理冲突,身体离开 place_id 前收到最后一句关键话,场景级,G,T2/T5,PA1/PA7/PA9,G2/G5,P1,极端,身体离开 place_id 前收到最后一句关键话,E_LOCAL + E_OPS,沿既定规则闭环；无新增未解释断点；与原文证据一致。,"I14,I15",本地边界高度依赖时间顺序。,E171
LEGACY-E172,继承-320场景,SYS,物理场与本地冲突,本地物理冲突,两个 co_located context 共用同一 place_id,场景级,G,T2/T5,PA1/PA7/PA9,G2/G5,P1,极端,两个 co_located context 共用同一 place_id,E_FIELD + E_OPS,沿既定规则闭环；无新增未解释断点；与原文证据一致。,I16,place_id 粒度不足以分隔同房不同圈。,E172
LEGACY-E173,继承-320场景,SYS,物理场与本地冲突,本地物理冲突,agent 在床上休息但房间里电视持续播放,场景级,G,T2/T5,PA1/PA7/PA9,G2/G5,P1,极端,agent 在床上休息但房间里电视持续播放,E_LOCAL,沿既定规则闭环；无新增未解释断点；与原文证据一致。,I16,local event 需要更细强度层级。,E173
LEGACY-E174,继承-320场景,SYS,物理场与本地冲突,本地物理冲突,戴耳机导致同场点名听不见,场景级,G,T2/T5,PA1/PA7/PA9,G2/G5,P1,极端,戴耳机导致同场点名听不见,E_LOCAL + E_ACTIVITY,沿既定规则闭环；无新增未解释断点；与原文证据一致。,I16,缺传感器/身体状态影响。,E174
LEGACY-E175,继承-320场景,SYS,物理场与本地冲突,本地物理冲突,同一 place_id 中存在危险区域与安全区域,场景级,G,T2/T5,PA1/PA7/PA9,G2/G5,P1,极端,同一 place_id 中存在危险区域与安全区域,E_FIELD,沿既定规则闭环；无新增未解释断点；与原文证据一致。,"I07,I16",缺空间细分与 hazard map。,E175
LEGACY-E176,继承-320场景,SYS,物理场与本地冲突,本地物理冲突,线下讨论时 outsider 站得很近能听见但不应获得正式可见性,场景级,G,T2/T5,PA1/PA7/PA9,G2/G5,P1,极端,线下讨论时 outsider 站得很近能听见但不应获得正式可见性,E_FIELD + E_LOCAL,沿既定规则闭环；无新增未解释断点；与原文证据一致。,I16,系统偏向规范性权限，而非真实泄漏建模。,E176
LEGACY-E177,继承-320场景,SYS,物理场与本地冲突,本地物理冲突,physical_location 丢失为 null，但 agent 实际在会场,场景级,G,T2/T5,PA1/PA7/PA9,G2/G5,P1,极端,physical_location 丢失为 null，但 agent 实际在会场,E_LOCAL + E_OPS,沿既定规则闭环；无新增未解释断点；与原文证据一致。,I16,缺定位失效的冗余线索。,E177
LEGACY-E178,继承-320场景,SYS,物理场与本地冲突,本地物理冲突,一边跑步一边电话会议,场景级,G,T2/T5,PA1/PA7/PA9,G2/G5,P1,极端,一边跑步一边电话会议,E_ACTIVITY + E_COMBO,沿既定规则闭环；无新增未解释断点；与原文证据一致。,"I11,I16",可以表示，但对“是否应允许”缺更细约束。,E178
LEGACY-E179,继承-320场景,SYS,物理场与本地冲突,本地物理冲突,面前有人递纸条，系统应把它当什么,场景级,G,T2/T5,PA1/PA7/PA9,G2/G5,P1,极端,面前有人递纸条，系统应把它当什么,E_LOCAL,沿既定规则闭环；无新增未解释断点；与原文证据一致。,I16,缺非言语物理媒介语义。,E179
LEGACY-E180,继承-320场景,SYS,物理场与本地冲突,本地物理冲突,会场门被锁，agent 想离场但 physical action 不可行,场景级,G,T2/T5,PA1/PA7/PA9,G2/G5,P1,极端,会场门被锁，agent 想离场但 physical action 不可行,E_LOCAL,沿既定规则闭环；无新增未解释断点；与原文证据一致。,"I07,I16",缺真实物理可行动性约束。,E180
LEGACY-E181,继承-320场景,SYS,灾害与世界事件,灾害与世界级风险,地震 发生时的全系统响应,场景级,G,T3/T5,PA4/PA7/PA9,G3/G5/G8,P0,极端,地震 发生时的全系统响应,E_INDEX + E_LOCAL + E_RESTART,沿既定规则闭环；无新增未解释断点；与原文证据一致。,"I07,I16",当前文档只能把它们近似成 urgent/system_p0 通知，但没有 hazard 本体、避难/撤离路径与身体强制层。,E181
LEGACY-E182,继承-320场景,SYS,灾害与世界事件,灾害与世界级风险,火山爆发 发生时的全系统响应,场景级,G,T3/T5,PA4/PA7/PA9,G3/G5/G8,P0,极端,火山爆发 发生时的全系统响应,E_INDEX + E_LOCAL + E_RESTART,沿既定规则闭环；无新增未解释断点；与原文证据一致。,I07,缺灾害作用域、持续时间、区域影响与恢复阶段建模。,E182
LEGACY-E183,继承-320场景,SYS,灾害与世界事件,灾害与世界级风险,洪水 发生时的全系统响应,场景级,G,T3/T5,PA4/PA7/PA9,G3/G5/G8,P0,极端,洪水 发生时的全系统响应,E_INDEX + E_LOCAL + E_RESTART,沿既定规则闭环；无新增未解释断点；与原文证据一致。,I07,缺灾害作用域、持续时间、区域影响与恢复阶段建模。,E183
LEGACY-E184,继承-320场景,SYS,灾害与世界事件,灾害与世界级风险,火灾 发生时的全系统响应,场景级,G,T3/T5,PA4/PA7/PA9,G3/G5/G8,P0,极端,火灾 发生时的全系统响应,E_INDEX + E_LOCAL + E_RESTART,沿既定规则闭环；无新增未解释断点；与原文证据一致。,"I07,I16",当前文档只能把它们近似成 urgent/system_p0 通知，但没有 hazard 本体、避难/撤离路径与身体强制层。,E184
LEGACY-E185,继承-320场景,SYS,灾害与世界事件,灾害与世界级风险,台风 发生时的全系统响应,场景级,G,T3/T5,PA4/PA7/PA9,G3/G5/G8,P0,极端,台风 发生时的全系统响应,E_INDEX + E_LOCAL + E_RESTART,沿既定规则闭环；无新增未解释断点；与原文证据一致。,I07,缺灾害作用域、持续时间、区域影响与恢复阶段建模。,E185
LEGACY-E186,继承-320场景,SYS,灾害与世界事件,灾害与世界级风险,暴雪 发生时的全系统响应,场景级,G,T3/T5,PA4/PA7/PA9,G3/G5/G8,P0,极端,暴雪 发生时的全系统响应,E_INDEX + E_LOCAL + E_RESTART,沿既定规则闭环；无新增未解释断点；与原文证据一致。,I07,缺灾害作用域、持续时间、区域影响与恢复阶段建模。,E186
